,group_id,teacher,school,1,2,3,4,5,6,7,8,10,11,12,13,14,15,16,19,20,21,22,23,24,26,27,28,29,30,33,34,35,36,37,38,39,score,square_pyramid,percentage
29,217,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,2,2,4,1,2,4,4,4,4,4,4,4,4,4,4,4,4,0.062,2.20E-02,0.2
30,219,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,2,4,4,4,4,4,4,4,4,0.015,1.98E-03,0.09
31,223,anon,anon,7,7,7,7,7,7,7,7,7,7,7,1,1,1,2,1,2,1,1,1,1,1,2,1,2,2,1,1,1,2,1,2,2,0.553,4.99E-01,0.64
32,23,anon,anon,7,7,7,1,2,1,1,2,5,1,2,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.052,1.65E-02,0.17
33,234,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,1,1,2,5,1,2,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,0.1,4.32E-02,0.24
34,238,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0.005,3.48E-04,0.05
35,239,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,1,2,4,4,4,4,4,4,4,4,4,4,4,4,0.029,6.68E-03,0.12
36,242,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,5,5,5,1,2,2,1,2,2,4,4,4,4,4,4,4,4,4,0.086,4.25E-02,0.2
37,244,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,5,5,5,5,1,2,4,4,4,4,4,4,4,4,4,4,4,4,0.038,1.74E-02,0.1
38,246,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,5,5,5,5,1,2,4,4,1,2,2,4,4,4,4,4,4,4,0.09,5.96E-02,0.15
39,248,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,5,1,1,2,2,4,1,2,2,4,4,4,4,4,4,4,4,4,0.09,4.29E-02,0.2
40,251,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,2,2,4,4,4,4,0.133,4.91E-02,0.33
41,254,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,2,1,2,2,4,4,4,4,4,4,4,4,4,0.129,4.93E-02,0.33
42,258,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0.021,4.05E-03,0.11
43,261,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.006,4.74E-04,0.06
44,263,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,0.02,2.80E-03,0.12
45,265,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.006,4.74E-04,0.06
46,267,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,0.008,8.06E-04,0.07
47,269,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0.007,5.60E-04,0.06
48,27,anon,anon,1,1,1,1,1,2,2,5,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,2,4,4,0.553,4.86E-01,0.64
49,272,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,3,3,3,1,3,1,3,1,1,3,3,3,3,3,3,3,3,0.187,1.21E-01,0.28
50,275,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0.007,5.60E-04,0.06
51,276,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0.007,5.60E-04,0.06
52,28,anon,anon,7,7,7,1,2,2,5,5,5,1,1,1,1,1,2,5,1,1,1,1,1,2,4,1,1,1,1,1,1,1,1,2,2,0.692,6.93E-01,0.63
53,280,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,1,1,1,1,1,1,2,1,2,2,4,4,4,4,0.324,2.01E-01,0.5
54,282,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,2,1,1,1,1,2,2,4,4,0.41,2.89E-01,0.58
55,283,anon,anon,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,2,1,2,4,4,1,2,2,4,4,0.499,3.92E-01,0.67
56,286,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,2,1,1,1,1,2,4,4,4,4,4,4,4,0.192,1.02E-01,0.33
57,288,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,2,4,4,4,4,4,4,4,4,4,4,4,0.05,1.13E-02,0.2
58,289,anon,anon,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,2,1,2,4,4,1,2,2,4,4,0.499,3.92E-01,0.67
59,290,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,3,3,3,3,3,1,3,3,3,3,3,3,0.088,6.11E-02,0.15
60,291,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,1,1,1,1,4,4,4,4,4,4,4,0.209,1.06E-01,0.38
61,293,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,3,3,3,1,3,1,3,1,3,3,3,3,3,3,3,3,3,0.129,7.40E-02,0.22
62,294,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,3,3,3,1,1,1,3,1,1,3,3,3,3,3,3,3,3,0.222,1.38E-01,0.33
63,297,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,4,4,4,4,4,4,4,0.152,5.93E-02,0.36
64,299,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,2,2,4,4,4,0.273,1.43E-01,0.5
65,300,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,4,4,4,4,4,4,4,4,4,4,4,4,0.01,9.85E-04,0.07
66,301,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,4,4,4,4,4,4,4,0.192,8.46E-02,0.42
67,314,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,4,4,4,4,4,4,4,0.028,4.90E-03,0.12
68,316,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,2,4,4,4,4,4,4,4,0.091,2.77E-02,0.27
69,32,anon,anon,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0.002,7.98E-05,0.03
70,321,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,1,4,1,2,2,4,4,4,0.164,9.09E-02,0.3
71,323,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,1,1,2,1,2,1,1,2,0.564,5.38E-01,0.6
72,325,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,4,4,4,4,4,4,4,0.028,4.90E-03,0.12
73,326,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,4,4,4,4,4,4,4,0.028,4.90E-03,0.12
74,330,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,2,1,1,2,0.607,5.36E-01,0.71
75,336,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,2,4,4,4,4,4,4,4,0.018,2.60E-03,0.1
76,338,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,4,1,2,2,4,4,4,0.111,5.96E-02,0.22
77,34,anon,anon,1,1,1,1,1,1,2,2,1,2,1,1,1,2,2,5,5,5,5,5,1,2,4,4,4,4,4,4,4,4,4,4,4,0.155,8.36E-02,0.33
78,343,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,4,4,4,4,4,4,4,0.067,1.75E-02,0.22
79,346,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,2,2,4,4,4,0.107,3.57E-02,0.29
80,347,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,4,4,4,4,4,4,4,0.022,3.51E-03,0.11
81,35,anon,anon,7,7,7,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,0.056,5.65E-02,0.1
82,350,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,2,2,4,4,4,4,0.083,2.45E-02,0.25
83,354,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,2,2,4,4,4,4,0.083,2.45E-02,0.25
84,40,anon,anon,1,1,1,1,1,1,2,1,1,2,2,1,2,2,5,5,1,2,1,2,2,1,2,1,2,2,4,4,4,4,4,4,4,0.235,1.67E-01,0.39
85,41,anon,anon,1,1,1,1,2,1,2,2,1,1,1,2,1,2,2,5,5,5,1,2,2,4,4,4,4,1,4,4,4,4,4,4,4,0.185,1.26E-01,0.33
86,44,anon,anon,1,1,1,2,1,1,1,1,1,2,1,1,2,2,5,5,1,2,2,1,2,1,2,1,2,2,4,4,4,4,4,4,4,0.262,1.82E-01,0.42
87,46,anon,anon,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,4,4,1,2,2,1,2,0.631,5.70E-01,0.7
88,48,anon,anon,1,1,1,3,1,1,3,1,3,1,3,3,1,3,1,3,1,3,3,1,3,3,3,3,3,3,3,3,3,3,1,1,3,0.291,2.64E-01,0.39
89,494,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,1,1,2,2,4,0.286,1.86E-01,0.43
90,519,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,2,4,4,4,0.048,1.10E-02,0.17
91,52,anon,anon,1,1,1,1,2,1,1,2,1,1,2,2,5,5,5,1,2,1,1,1,1,1,2,1,1,2,1,1,1,2,2,4,4,0.519,4.88E-01,0.58
92,522,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,2,4,4,4,0.048,1.10E-02,0.17
93,523,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,1,2,2,4,0.19,1.10E-01,0.33
94,525,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,2,0.6,4.67E-01,0.75
95,526,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,2,0.6,4.67E-01,0.75
96,527,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,2,4,4,4,0.048,1.10E-02,0.17
97,530,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,1,2,2,4,0.19,1.10E-01,0.33
98,533,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,2,4,4,4,0.048,1.10E-02,0.17
99,534,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,2,4,4,4,0.048,1.10E-02,0.17
100,537,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,1,2,2,4,0.19,1.10E-01,0.33
101,538,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,2,4,4,4,0.048,1.10E-02,0.17
102,54,anon,anon,7,7,7,1,2,2,5,1,2,1,2,2,5,1,2,5,1,1,1,1,2,4,1,1,1,2,4,4,4,4,4,1,2,0.383,3.52E-01,0.4
103,55,anon,anon,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.111,4.58E-02,0.3
104,56,anon,anon,7,1,2,2,5,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,2,4,1,1,1,1,1,2,2,4,4,4,4,0.489,4.10E-01,0.56
105,563,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,2,4,4,0.067,1.82E-02,0.2
106,564,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,2,4,4,0.067,1.82E-02,0.2
107,571,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,2,4,4,0.067,1.82E-02,0.2
108,573,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,2,0.167,7.14E-02,0.33
109,576,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,2,0.5,3.57E-01,0.67
110,579,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,2,4,0.1,3.33E-02,0.25
111,58,anon,anon,7,7,7,7,7,1,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.007,6.48E-04,0.07
112,593,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,1,2,1,0.6,6.36E-01,0.6
113,633,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,2,0.167,7.14E-02,0.33
114,636,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,2,0.5,3.57E-01,0.67
115,639,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,2,0.5,3.57E-01,0.67
116,640,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,2,0.167,7.14E-02,0.33
117,643,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,2,0.167,7.14E-02,0.33
118,648,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,2,0.167,7.14E-02,0.33
119,65,anon,anon,1,1,1,1,1,1,1,2,5,5,5,5,1,1,1,5,1,1,1,1,2,1,1,2,1,1,4,4,1,2,2,4,4,0.48,4.20E-01,0.58
120,657,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,0.333,2.00E-01,0.5
121,658,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,0.333,2.00E-01,0.5
122,66,anon,anon,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,4,4,4,4,4,4,4,1,2,0.474,3.56E-01,0.67
123,669,anon,anon,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1.00E+00,1
124,67,anon,anon,1,1,1,1,1,2,2,5,1,1,1,2,1,1,1,5,1,1,1,2,2,4,1,1,2,2,1,1,2,2,4,4,1,0.492,4.49E-01,0.58
125,68,anon,anon,1,1,2,1,2,1,2,2,5,1,2,2,5,5,5,5,1,2,1,2,1,2,4,1,2,2,4,4,4,1,1,2,2,0.294,2.94E-01,0.33
126,69,anon,anon,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,5,1,1,1,1,2,4,1,2,2,1,4,4,4,4,4,4,4,0.414,2.95E-01,0.61
127,73,anon,anon,1,2,2,5,5,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.012,2.95E-03,0.06
128,74,anon,anon,7,1,1,1,1,2,1,1,2,5,5,5,1,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.091,3.74E-02,0.25
129,75,anon,anon,7,1,1,1,2,1,2,1,1,2,2,5,1,2,2,1,2,2,4,4,1,1,2,2,1,2,4,4,4,4,4,4,4,0.223,1.69E-01,0.34
130,79,anon,anon,7,7,1,1,2,1,1,1,1,1,1,1,2,2,5,5,5,1,1,1,1,1,1,1,2,2,1,2,2,4,1,1,1,0.605,6.01E-01,0.65
131,83,anon,anon,7,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,2,2,4,4,4,1,2,2,4,4,0.439,3.35E-01,0.59
132,85,anon,anon,7,7,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0.002,9.60E-05,0.03
133,87,anon,anon,7,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0.002,8.74E-05,0.03
134,88,anon,anon,7,1,1,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0.032,1.76E-02,0.09
135,89,anon,anon,7,7,1,6,6,6,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0.024,5.95E-03,0.1
136,97,anon,anon,7,7,7,7,7,1,1,2,1,1,1,1,2,2,5,1,2,2,1,1,2,1,2,2,4,4,4,4,4,4,4,4,4,0.202,1.25E-01,0.36
137,99,anon,anon,7,7,1,1,1,1,1,2,1,2,2,5,5,1,2,5,5,5,5,5,5,5,5,1,2,1,1,1,1,1,1,2,2,0.433,4.76E-01,0.45
